time,activity,pain,gain,stu_id,time_type,time_hr,time_min
2200,Do BADS homework/project,Feeling tired,Gain more knowledge,6210422049,,22,00
2400,Go to sleep,,,6210422049,,24,00
07.00,,รู้สึกง่วงนอน ไม่อยากลุก,,6210422056,,07,00
07.01,,,ได้นอนต่อ,6210422056,,07,01
08.00,,รู้สึกง่วงนอน ไม่อยากลุก,,6210422056,,08,00
08.02,,,ได้นอนต่อ,6210422056,,08,02
08.30,,,สดชื่น,6210422056,,08,30
08.35,,,สดชื่นต้อนรับวันใหม่,6210422056,,08,35
09.00,,,,6210422056,,09,00
10.00,,"ต้องแยก ทำ 2 อย่างพร้อมๆ กัน กินไปด้วย เรียนไปด้วย
ไม่ค่อยมีสมาธิ",ได้ทำ 2 อย่างในเวลาเดียวกัน,6210422056,,10,00
11.00,,,,6210422056,,11,00
12.00,,,,6210422056,,12,00
13.00,,,คนไม่พลุกพล่าน,6210422056,,13,00
14.00,,"รู้สึกง่วงนอนตอนบ่าย
อ่านหนังสือไม่ค่อยรู้เรื่อง",ได้รับความรู้,6210422056,,14,00
15.00,,,ได้รับความรู้,6210422056,,15,00
16.00,,น้ำหนักเพิ่ม,ผ่อนคลาย,6210422056,,16,00
17.00,,,ผ่อนคลาย,6210422056,,17,00
18.00,,เสียเวลาเก็บล้าง,ไม่ต้องเสียเวลาเดินทาง ไปกินข้าว,6210422056,,18,00
19.00,,,ผ่อนคลาย,6210422056,,19,00
20.00,,,,6210422056,,20,00
21.00,,"รู้สึกเกิดกิเลศ
อยากพักผ่อน 
อยากดู Youtube",ได้รับความรู้,6210422056,,21,00
22.00,,รู้สึกเครียด,ได้รับความรู้,6210422056,,22,00
23.00,,,ได้รับความรู้,6210422056,,23,00
00.00,,,,6210422056,,00,00
06.30,ตื่นนอน,"ง่วง,ไม่อยากลุก,ขอนอนต่อนิดนึง",ตื่นเช้าทำให้เดินทางไปทำงานโดยไม่ต้องเร่งรีบมาก,6210422058,,06,30
06.45,อาบน้ำ,ยืนทำใจต่อหน้าฝักบัวอย่างหนาวเหน็บ,ตาสว่าง เนื้อตัวหอมฉุย,6210422058,,06,45
07.05,แต่งตัว,ลืมรัดผ้า เสียเวลาหาชุดเพราะไม่ได้เตรียมไว้,แต่งตัวเท่ๆ ไปทำงาน,6210422058,,07,05
07.20,ออกเดินทาง(มอเตอร์ไซ),อาจจะเกิดอันตรายได้ ,ควบคุมเวลาได้สะดวก ทำให้สามารถไปทันเวลาได้ง่ายกว่าการเดินทางด้วยวิธีอื่น,6210422058,,07,20
07.55,ถึงที่ทำงาน,เห็นตึกก็บั่นทอนหัวใจ,ถ้าถึงที่ทำงานแสดงว่าขับขี่ปลอดภัย รอดไปอีก 1 วัน,6210422058,,07,55
08.00,ถึงโต๊ะทำงาน,พบเจอหัวหน้า,พบเจอพี่ๆที่น่ารักในทีมและแผนก,6210422058,,08,00
08.15,กินข้าวเช้า,คิดไม่ออกกินไรดี ของก็แพง แถมไม่อร่อย ที่สำคัญไม่อิ่ม,เติมพลังงานที่ต้องใช้ในชีวิตประจำวัน,6210422058,,08,15
08.30,เริ่มทำงาน,จิตใจห่อเหี่ยว,ได้เคลียร์งานตามหน้าที่และความรับผิดชอบ,6210422058,,08,30
11.30,กินข้าวเที่ยง,คิดไม่ออกกินไรดี ของก็แพง แถมไม่อร่อย ที่สำคัญไม่อิ่ม,เติมพลังงานที่ต้องใช้ในชีวิตประจำวัน,6210422058,,11,30
12.10,เล่น ROV กับพี่ๆในทีม,หัวร้อน,The star ค้นฟ้าคว้าดาว !!,6210422058,,12,10
13.00,เริ่มทำงาน(ต่อ),จิตใจห่อเหี่ยว,ได้เคลียร์งานตามหน้าที่และความรับผิดชอบ,6210422058,,13,00
17.00,เลิกงาน,ต้องเดินทางกลับซึ่งก็อาจจะเกิดอันตรายได้,ได้กลับไปทำในสิ่งอื่นๆทั้งที่อยากทำ และ ต้องทำ,6210422058,,17,00
17.45,ถึงคอนโด,อยากนอน,ได้เปลี่ยนเสื้อผ้าเพื่อไปทำในสิ่งต่อไป,6210422058,,17,45
18.15,ออกกำลังกาย,ร่างกายต้องต่อสู้กับความอ้วนของตัวเอง,ได้ออกกำลังกาย เพื่อสุขภาพและลดน้ำหนัก,6210422058,,18,15
20.00,กลับคอนโด,อยากนอน,ได้พักผ่อนก่อนจะทำสิ่งต่างๆต่อ,6210422058,,20,00
20.15,อาบน้ำ,ขี้เกียจ อยากนอน,ร่างกายสะอาดสะอ้าน,6210422058,,20,15
20.30,ทำการบ้าน,ขี้เกียจ อยากนอน,ได้เคลียร์งานตามหน้าที่และความรับผิดชอบ,6210422058,,20,30
22.00,อ่านหนังสือเตรียมสอบ Compre,ขี้เกียจ อยากนอน,เพิ่มพูนความรู้เผื่อจะมีอะไรไปสอบ,6210422058,,22,00
00.00,เข้านอน,การบ้านยังทำไม่เสร็จ หนังสือยังอ่านไม่ถึงไหน,พักผ่อนเพื่อเตรียมความพร้อมในการปะทะกับพรุ่งนี้,6210422058,,00,00
05.30,กดเลื่อนนาฬิกาปลุก,อากาศหนาว ไม่อยากลุกจากที่นอน,,6210422065,,05,30
06.00,ตื่นนอน,ง่วงนอน,มีเวลาอาบน้ำแต่งตัว,6210422065,,06,00
06.10,อาบน้ำ,อากาศหนาวไม่อยากสระผม,ผมดูมีสุขภาพดีและสดชื่นก่อนไปทำงาน,6210422065,,06,10
06.20,ทาครีม,ไม่อยากทาครีมเพราะต้องทาหลายตัว,ทำให้ผิวหน้ามีสุขภาพดี,6210422065,,06,20
06.30,เดินทางออกจากบ้าน,ไม่อยากออกจากบ้านกลัวโควิค,ได้เงินเดือน,6210422065,,06,30
07.00,ขึ้นรถตู้บริษัท,เดินทางไกลนาน,ได้นอนหลับบนรถ,6210422065,,07,00
08.00,ถึงบริษัท,,,6210422065,,08,00
08.05,เข้าห้องน้ำแต่งหน้า,ไม่อยากแต่งหน้า เพราะหลายขั้นตอน,หน้าตาสดใส บุคลิกดี,6210422065,,08,05
08.10,กินข้าวเช้า,ไม่อยากกินเพราะเมนูน่าเบื่อ, ใช้สมองทำงานได้เต็มที่ไม่หิวระหว่างวัน,6210422065,,08,10
08.25,เข้าออฟฟิต,,,6210422065,,08,25
08.30,เช็ดทำความสะอาดโต๊ะ,ขี้เกียจทำ,โต๊ะทำงานสะอาด น่าทำงาน ,6210422065,,08,30
08.35,เริ่มทำงาน อ่าน e-mail,ขี้เกียจอ่านเมล์ เพราะเมล์เยอะ,ได้รู้ความคืบหน้าของงาน,6210422065,,08,35
08.45,ประชุมงานกับลูกน้องในทีม,ต้องเตรียมข้อมูลงานให้พร้อม ,สั่งงานให้ลูกน้องทำ แบ่งเบางานได้,6210422065,,08,45
09.00,ประชุมงานกับหัวหน้าฝ่าย production,ง่วงนอน ,"ได้รู้ข้อมูลงานการผลิต
ได้อัพเดทงานที่ทำ
หาทางแก้ปัญหาที่เกิดขึ้น",6210422065,,09,00
09.45,ไปกินกาแฟ,ไม่กินแล้วง่วงนอน ขี้เกียจทำงาน,สดชื่น ,6210422065,,09,45
10.00,ทำรีพอต,ขี้เกียจทำ น่าเบื่อ,ทำงานเสร็จส่งทันกำหนด,6210422065,,10,00
11.00,เข้าไลน์การผลิต เพื่อดูเครื่องจักร,เสียงดัง เมื่อยเพราะยืนทำงาน,ทดสอบเครื่องจักรและแก้ไขปัญหาได้ทันที,6210422065,,11,00
12.00,กินข้าวกลางวันที่โรงอาหาร,น่าเบื่อ เมนูซ้ำซาก,ราคาไม่แพง ไม่ต้องออกไปข้างนอก,6210422065,,12,00
12.30,นั่งคุยกับเพื่อนร่วมงาน,อยากนอน,พักผ่อน สนุก คลายเครียด,6210422065,,12,30
13.00,เข้าห้องน้ำ แปรงฟัน,ขี้เกียจแปรงฟัน,ลมหายใจสดชื่น มั่นใจที่คุยกับคนอื่น,6210422065,,13,00
13.10,เตรียมข้อมูลไปประชุมกับลูกค้า,ง่วงนอน น่าเบื่อ,ได้อัพเดทข้อมูลกับลูกค้า,6210422065,,13,10
13.50,เดินไปห้องประชุม,ร้อน และเดินไกล,ได้ไปประชุมตามตรงเวลา,6210422065,,13,50
14.00,ประชุมกับลูกค้า,ลูกค้าเรื่องมาก ,ทำงานให้ลูกค้า ได้ความประทับใจ,6210422065,,14,00
15.00,ประชุมกับทีมงาน New product,รายละเอียดเยอะ กดดัน,ได้เรียนรู้ product ใหม่ๆ ,6210422065,,15,00
16.00,เดินกลับออฟฟิต,เหนื่อย และ ร้อน,เดินออกกำลังกาย ,6210422065,,16,00
16.15,พักกินขนม,เปลืองเงิน และ อ้วน,พักสมอง พักผ่อน,6210422065,,16,15
16.25,ทำงานสรุปรีพอตการประชุม,เหนื่อย,ได้จัดลำดับความสำคัญของงาน,6210422065,,16,25
17.00,เข้าไลน์การผลิต เพื่อเทสตัวงานให้ลูกค้า,เบื่อกับปัญหาเดิมๆ,ทำงานตามที่ลูกค้าสั่งได้เสร็จ,6210422065,,17,00
18.25,เตรียมตัวกลับบ้าน,,,6210422065,,18,25
18.30,ขึ้นรถตู้บริษัท,เดินทางไกลนาน,ได้นอนหลับบนรถ,6210422065,,18,30
19.50,ลงจากรถตู้,,,6210422065,,19,50
20.00,แวะกินข้าว,เหนื่อย กินดึก อ้วน,อิ่ม,6210422065,,20,00
20.30,นั่งแท๊กซี่กลับบ้าน,เปลืองเงิน,เดินทางถึงบ้านเร็วสะดวก,6210422065,,20,30
21.10,ถึงบ้าน,,,6210422065,,21,10
21.25,อาบน้ำ,อากาศหนาว ไม่อยากอาบน้ำ,ร่างกายสะอาด,6210422065,,21,25
21.50,นั่งทำงาน/การบ้าน,ง่วงนอน ขี้เกียจ,ได้ทบทวนสิ่งที่เรียน,6210422065,,21,50
23.00,พักดู youtube,ทำให้นอนดึก,คลายเครียด,6210422065,,23,00
23.40,เข้านอน,ง่วงและ เหนื่อย,พักผ่อน,6210422065,,23,40
08.30,ตื่นนอน,ง่วงนอน,,6220422001,,08,30
08.40,อาบน้ำ,น้ำเย็น,สะอาด,6220422001,,08,40
09.00,แต่งตัว,ขี้เกียจเลือกเสื้อผ้า,,6220422001,,09,00
09.15,กินข้าวเช้า,ยังไม่หิว,ไม่ปวดท้อง,6220422001,,09,15
09.30,ล้างจาน,ขี้เกียจ,จานสะอาด,6220422001,,09,30
09.40,เดินทางไปทำงาน,ง่วงนอน,ถึงที่ทำงาน,6220422001,,09,40
10.40,ทำงาน,น่าเบื่อ,ได้เงิน,6220422001,,10,40
14.00,กินข้าวเที่ยง,ร้านไม่ค่อยเปิดต้องสั่งdelivery,อิ่ม,6220422001,,14,00
13.00,ทำงาน,น่าเบื่อ,ได้เงิน,6220422001,,13,00
21.00,กลับบ้าน,ง่วงนอน,ถึงบ้าน,6220422001,,21,00
21.30,แวะกินข้าวเย็น,เลือกร้านไม่ได้,อิ่ม,6220422001,,21,30
22.30,อ่านการ์ตูน,,มีความสุข,6220422001,,22,30
23.30,อาบน้ำ,เหนื่อย,สะอาด,6220422001,,23,30
00.00,อ่านบทความ,,ได้ความรู้,6220422001,,00,00
02.00,นอน,,ได้พัก,6220422001,,02,00
07.00,ตื่นนอน,ง่วง,,6220422002,,07,00
07.30,ขับรถไปทำงาน,ขับรถเร็วเพราะออกบ้านสาย,แอบดีใจไปทำงานทัน,6220422002,,07,30
08.00,เริ่มทำงาน เช็คอีเมลล์,คอมพิวเตอร์ช้า,,6220422002,,08,00
09.00,สั่งกาแฟผ่าน Food panda,ไม่มีเบเกอร์รี่จำหน่าย ผิดหวัง,ได้ส่วนลด และ 1 แถม 1,6220422002,,09,00
10.00,ประชุมนำเสนองาน,ได้รับผิดชอบงานเพิ่ม,ได้รับคำชมจากเจ้านาย,6220422002,,10,00
12.00,รับประทานอาหารกลางวัน,อาหารไม่ถูกปาก,ที่ทำงานเลี้ยงข้าว อิ่มจัง ตังอยู่ครบ,6220422002,,12,00
12.30,แอบงีบ,ที่นอนไม่ค่อยสบายเพราะนอนที่โต๊ะทำงาน,พักผ่อน,6220422002,,12,30
13.00,เริ่มงานช่วงบ่าย เปิด PO,PR ผิดเยอะมาก ,,6220422002,,13,00
14.00,สั่งกาแฟแก้วที่ 2 ผ่าน Grab Food,,ได้ส่วนลด 25%,6220422002,,14,00
15.00,ติดต่อแผนกบัญชีรับเงิน,เสียเวลาต้องเดินไปรับเอง น่าจะโอนคืน,ได้รับเงิน,6220422002,,15,00
16.00,ไปห้อง MD เซ็นต์เอกสาร,ไม่มีเวลาทำงานอื่นเพิ่มเติม,พูดคุยกันแลกเปลี่ยนความคิด,6220422002,,16,00
17.00,เลิกงานกลับบ้าน,,มีความสุขงานเสร็จเรียบร้อย,6220422002,,17,00
18.00,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,6220422002,,18,00
19.00,ทำอาหารเย็น,ไม่ค่อยอยากทำ เหนื่อย,,6220422002,,19,00
20.00,รับประทานอาหารเย็น,,รสชาติอาหารอร่อย ได้รับคำชม,6220422002,,20,00
21.00,อาบน้ำ,อากาศเย็น ไม่อยากอาบน้ำ,,6220422002,,21,00
22.00,ทำการบ้าน อ่านหนังสือ,การบ้านยาก,ได้มีโอกาสเรียนรู้เพิ่มเติม จาก internet ,6220422002,,22,00
23.00,ดู youtube,ยังมี ep อื่นต่อ,สนุก ผ่อนคลายพักผ่อน,6220422002,,23,00
00.00,นอนหลับ,,พักผ่อน,6220422002,,00,00
07.00,ตื่นนอน,ง่วง,,6220422002,,07,00
07.30,ขับรถไปทำงาน,ขับรถเร็วเพราะออกบ้านสาย,แอบดีใจไปทำงานทัน,6220422002,,07,30
08.00,เริ่มทำงาน เช็คอีเมลล์,คอมพิวเตอร์ช้า,,6220422002,,08,00
09.00,สั่งกาแฟผ่าน Food panda,ไม่มีเบเกอร์รี่จำหน่าย ผิดหวัง,ได้ส่วนลด และ 1 แถม 1,6220422002,,09,00
10.00,ประชุมนำเสนองาน,ได้รับผิดชอบงานเพิ่ม,ได้รับคำชมจากเจ้านาย,6220422002,,10,00
12.00,รับประทานอาหารกลางวัน,อาหารไม่ถูกปาก,ที่ทำงานเลี้ยงข้าว อิ่มจัง ตังอยู่ครบ,6220422002,,12,00
12.30,แอบงีบ,ที่นอนไม่ค่อยสบายเพราะนอนที่โต๊ะทำงาน,พักผ่อน,6220422002,,12,30
13.00,เริ่มงานช่วงบ่าย เปิด PO,PR ผิดเยอะมาก ,,6220422002,,13,00
14.00,สั่งกาแฟแก้วที่ 2 ผ่าน Grab Food,,ได้ส่วนลด 25%,6220422002,,14,00
15.00,ติดต่อแผนกบัญชีรับเงิน,เสียเวลาต้องเดินไปรับเอง น่าจะโอนคืน,ได้รับเงิน,6220422002,,15,00
16.00,ไปห้อง MD เซ็นต์เอกสาร,ไม่มีเวลาทำงานอื่นเพิ่มเติม,พูดคุยกันแลกเปลี่ยนความคิด,6220422002,,16,00
17.00,เลิกงานกลับบ้าน,,มีความสุขงานเสร็จเรียบร้อย,6220422002,,17,00
18.00,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,6220422002,,18,00
19.00,ทำอาหารเย็น,ไม่ค่อยอยากทำ เหนื่อย,,6220422002,,19,00
20.00,รับประทานอาหารเย็น,,รสชาติอาหารอร่อย ได้รับคำชม,6220422002,,20,00
21.00,อาบน้ำ,อากาศเย็น ไม่อยากอาบน้ำ,,6220422002,,21,00
22.00,ทำการบ้าน อ่านหนังสือ,การบ้านยาก,ได้มีโอกาสเรียนรู้เพิ่มเติม จาก internet ,6220422002,,22,00
23.00,ดู youtube,ยังมี ep อื่นต่อ,สนุก ผ่อนคลายพักผ่อน,6220422002,,23,00
00.00,นอนหลับ,,พักผ่อน,6220422002,,00,00
06.40,ตื่นนอน,ง่วงอยากนอนต่อ,,6220422005,,06,40
06.45,อาบน้ำ,,สดชื่นหายง่วง,6220422005,,06,45
07.00,ขับรถไปทำงาน,รถติด อารมณ์ไม่ดี,ฟังเพลงฟังpodcastในรถได้,6220422005,,07,00
07.45,ถึงที่ทำงาน,,,6220422005,,07,45
07.50,กินข้าวเช้า,,อิ่มพร้อมทำงาน,6220422005,,07,50
08.00,เริ่มทำงาน,บางอย่างก็ไม่ได้ดั่งใจ,ได้ทำสิ่งใหม่ๆ,6220422005,,08,00
10.00,กินขนม,มีความอยากกิน ไม่ได้หิว,อร่อย,6220422005,,10,00
12.00,ออกไปกินข้าว,มีแต่ร้านเดิมๆ,อิ่ม ได้คุยกับพี่ที่ทำงาน,6220422005,,12,00
13.00,กลับมาทำงาน,ง่วงเพราะกินเยอะไป,ใกล้เลิกงานแล้ว,6220422005,,13,00
14.00,กินกาแฟ,,หายง่วงนอน ตื่นตัว,6220422005,,14,00
17.00,เลิกงาน,ขี้เกียจขับรถกลับเพราะรถติด,ได้กลับบ้านไปดู Netflix,6220422005,,17,00
18.00,ถึงบ้าน,,,6220422005,,18,00
19.00,กินข้าวเย็น,กับข้าวซ้ำ,ได้กินข้าวพร้อมครอบครัว,6220422005,,19,00
20.00,ดู Netflix,รู้สึกผิดที่ยังไม่ทำการบ้าน,สนุก enjoy,6220422005,,20,00
21.00,เล่นFacebook,,รู้สึกดี ได้รู้ชีวิตเพื่อนๆ,6220422005,,21,00
23.00,นอน,คิดถึงว่าพรุ่งนี้จะทำอะไร,ได้พักผ่อน,6220422005,,23,00
7.15,ตื่นนอน,ง่วงมากไม่อยากลุก,,6220422008,,07,15
7.4,อาบน้ำแปรงฟัน,อากาศหนาวไม่อยากอาบน้ำ,ร่างกายตื่นสดชื่นขึ้น,6220422008,,07,40
8,แต่งหน้า,อากาศหนาวผิวแห้งต้องทาครีมเยอะทำให้ใช้เวลานาน,บำรุงผิวให้แข็งแรง,6220422008,,08,00
8.3,เดินออกจากคอนโด,ระยะตัวตึกคอนโดถึงถนนค่อนข้างไกลทำให้เดินเหนื่อย,,6220422008,,08,30
8.4,ขึ้นรถเมล์ไปทำงาน,ร้อน คนเยอะ บางทีต้องยืน,ราคาไม่แพง และระยะเดินทางไม่ได้ไกลมาก,6220422008,,08,40
9,ถึงออฟฟิตซื้อกาแฟ,ถ้าไม่กินรู้สึกง่วงนอน เพราะติดแล้ว,,6220422008,,09,00
9.1,กินข้าวเช้าที่โรงอาหารบริษัท,เมนูเดิมๆวนไปวนมา ,ราคาถูกมากกก ข้าวฟรีด้วย,6220422008,,09,10
9.3,เริ่มทำงาน,,,6220422008,,09,30
10.3,ประชุม,ห้องประชุมอยู่ตึกรวมต้องเดินข้ามตึก โดนแดด,ได้ลุกเดินบ้างไม่งั้นจะนั่งอยู่ที่โต๊ะตลอด,6220422008,,10,30
12.3,กินข้าวกลางวันที่โรงอาหารบริษัท,เมนูเดิมๆวนไปวนมา มีให้เลือกน้อย,ราคาถูกมากกก ข้าวฟรีด้วย,6220422008,,12,30
13.3,ซื้อน้ำผลไม้ปั่น,ใส่น้ำเชือม น้ำตาลเยอะ อ้วน,จะได้สดชื่นไม่ง่วงตอนบ่าย,6220422008,,13,30
14,ทำงาน,ใช้สมองเยอะ เพราะต้องดีลกะหลายแผนก,งานเสร็จและเคลียปัญหาที่ค้างได้,6220422008,,14,00
16.3,พัก break กินขนม,อ้วน เพราะกินหลายอย่าง,ได้พักสมองจากงาน,6220422008,,16,30
17,ทำงานต่อ,,,6220422008,,17,00
18.3,เลิกงานไปเดินเล่นที่ fashion island,เสี่ยงติดโควิด,ได้พักผ่อนจากที่ทำงานหนักมาทั้งวัน,6220422008,,18,30
19.3,กินชาบู Momo กะเพื่อน,ตัวเหม็น หัวเหม็น เหนียวตัว,ได้เจอเพื่อน ไม่เหงา,6220422008,,19,30
21,ขึ้นสองแถวกลับคอนโด,ร้อน คนเยอะ บางทีต้องยืน,ราคาไม่แพง และระยะเดินทางไม่ได้ไกลมาก,6220422008,,21,00
21.15,ถึงคอนโดอาบน้ำ,เสียเวลาอาบน้ำนาน เพราะต้องสระผม,,6220422008,,21,15
22,ทำการบ้านที่เรียน ป.โท,ขี้เกียจมาก บางวิชาใช้เวลาทำนาน,เข้าใจเรื่องที่เรียนมากขึ้น,6220422008,,22,00
24,ดู Netflix,ทำให้นอนดึกขึ้น,ดูหนังเพลินๆ,6220422008,,24,00
2,นอน,,พักผ่อน,6220422008,,02,00
06.00,ตื่นนอน,รู้สึกเหนื่อยจากการเที่ยวเมื่อวันก่อน,รู้สึกดีที่จะได้ไปเล่น sup board ในวันนี้,6220422009,,06,00
06.15,อาบน้ำ แปรงฟัน,,,6220422009,,06,15
06.30,แต่งตัว แต่งหน้า,,,6220422009,,06,30
07.00,ลงไปกินข้าวที่ร้านอาหารโรงแรม,เมนูอาหารที่เลือกมีให้น้อย,,6220422009,,07,00
08.00,"จัดของเตรียมไปเล่น sup board, พักผ่อน ","ไม่สามารถพกอะไรติดตัวไปเล่น sub board ได้,
ไม่สามารถถ่ายรูปเองได้",ไม่ต้องกังวลเรื่องสัมภาระ,6220422009,,08,00
08.30,รถมารับไปที่เล่น sup board,,,6220422009,,08,30
09.00,เรียนการเล่น sup board เบื้องต้น,"ต้องรออีก 5 คนที่มา join group, 
กังวลว่าปฏิบัติจริงจะทำไม่ได้, กลัวตกน้ำ",ได้ความรู้ใหม่,6220422009,,09,00
09.30,เล่น sup board ,"แดดร้อนมาก, ลืมทากันแดด","พาย sup board สนุกมาก, ได้ลองอะไรใหม่ๆ, ทิวทัศน์สวยมาก",6220422009,,09,30
11.00,กลับถึงโรงแรม,,,6220422009,,11,00
11.15,อาบน้ำ แต่งตัว แต่งหน้า,,,6220422009,,11,15
12.00,Check out ,,,6220422009,,12,00
13.00,กินข้าวเที่ยงที่ร้านสลักเพชร,"ปลาหมดทุกอย่างยกเว้นปลาเก๋า, แพงไปหน่อย","อร่อย, ทิวทัศน์ร้านอาหารสวยงาม",6220422009,,13,00
14.00,เที่ยวที่สะพานแดง,ต้องเดิน,"คนเที่ยวน้อยดีต่อการถ่ายรูป, ทิวทัศน์สวยมาก",6220422009,,14,00
16.00,กลับกรุงเทพ,ใช้เวลาเดินทางนาน,หลับในรถได้,6220422009,,16,00
21.00,แวะกินข้าวเย็นก่อนถึงบ้าน,,,6220422009,,21,00
22.00,ถึงบ้าน,รู้สึกเหนื่อยจากการเที่ยวทั้งวัน,ทำให้นอนหลับง่าย,6220422009,,22,00
23.00,อาบน้ำ แปรงฟัน,,,6220422009,,23,00
00.00,นอน,,,6220422009,,00,00
8,ตื่นนอน,ง่วง ไม่อยากตื่นนอนตอนเช้า,,6220422010,,08,00
8.05,อาบน้ำแปรงฟัน,ไม่อยากอาบน้ำเพราะหนาว,สดชื่นสบายตัว,6220422010,,08,05
8.45,ทำงาน Work from home,ไม่อยากทำงาน เพราะขี้เกียจ,,6220422010,,08,45
